,freight_value,price,payment_value,payment_installments,payment_sequential
8213,27.51,79.9,107.41,10,1
51089,17.95,99.99,117.94,2,1
4510,16.12,50.9,67.02,3,1
44018,12.78,62.7,75.48,6,1
34995,33.69,89.9,123.59,4,1
74352,19.15,149.65,168.8,8,1
60983,18.2,349.0,367.2,10,1
81698,38.96,201.37,240.33,10,1
17250,15.1,49.9,65.0,1,1
60802,14.57,68.0,82.57,1,1
80086,8.72,56.99,65.71,1,1
76463,14.14,55.9,70.04,7,1
50096,23.99,119.9,143.89,2,1
48539,14.35,189.99,204.34,1,1
104494,18.09,120.0,138.09,1,1
82575,13.11,64.0,77.11,3,1
49701,8.95,85.0,93.95,1,1
30823,7.39,25.0,32.39,1,1
40917,14.1,29.9,88.0,4,1
60000,12.69,37.8,100.98,1,1
107778,14.1,29.99,44.09,1,1
70374,16.39,89.99,106.38,8,1
19206,18.77,169.99,188.76,10,1
7230,16.61,60.0,76.61,2,1
3821,19.32,35.0,162.96,3,1
59190,16.96,74.9,91.86,1,1
12931,8.27,28.49,36.76,1,1
59124,9.71,79.9,89.61,2,1
37376,15.14,149.9,330.08,1,1
25375,8.72,80.38,89.1,1,1
46713,16.11,25.0,41.11,1,1
27024,39.43,119.0,158.43,5,1
186,28.18,116.6,144.78,5,1
58012,13.81,98.44,112.25,1,1
86481,15.1,12.49,165.54,3,1
95938,14.1,20.99,70.18,6,1
876,21.58,114.94,273.05,1,1
73219,18.94,119.9,138.84,8,1
111018,62.82,676.97,739.79,10,1
111565,8.34,25.0,66.68,3,1
106991,14.52,19.9,34.42,1,1
11168,16.19,80.4,96.59,2,1
4813,15.1,7.9,23.0,1,1
106975,17.97,29.9,47.87,1,1
21117,14.1,23.8,37.9,1,1
97498,8.72,64.9,73.62,1,1
65830,12.69,29.9,85.18,4,1
8676,12.75,59.0,287.0,10,1
4272,28.29,315.39,343.68,10,1
92632,22.06,24.99,47.05,2,1
50927,17.26,144.99,162.25,7,1
95960,17.63,21.99,39.62,1,1
75334,15.61,370.0,385.61,10,1
39179,12.69,49.99,1.15,1,3
6843,17.22,68.9,14.2,1,4
14238,47.99,135.0,365.98,1,1
48769,9.34,39.9,49.24,1,1
89176,14.64,79.0,93.64,1,1
42924,23.43,89.9,113.33,4,1
28101,22.69,23.44,187.83,1,1
10216,30.58,38.99,215.5,10,1
90167,9.47,159.9,169.37,2,1
110361,15.1,18.2,33.3,1,1
61827,7.39,15.0,44.78,1,1
112130,33.83,1340.0,1373.83,10,1
75404,15.16,58.2,73.36,2,1
21463,18.85,229.0,247.85,10,1
32662,21.25,108.64,129.89,1,1
49821,11.76,79.9,91.66,1,1
98665,8.72,49.99,58.71,1,1
69952,7.71,29.9,37.61,1,1
29463,25.26,59.9,85.16,2,1
45490,16.6,40.0,113.2,4,1
1718,15.56,29.99,91.1,9,1
62691,20.4,308.8,329.2,6,1
37267,20.01,109.9,129.91,6,1
60549,18.6,499.99,518.59,10,1
62554,14.5,107.0,364.5,7,1
76251,21.22,59.99,81.21,1,1
37810,15.1,45.95,61.05,2,1
87961,26.03,169.9,195.93,1,1
51605,18.98,157.0,175.98,1,1
62209,34.15,16.9,51.05,1,1
94061,14.41,145.0,318.82,1,1
15835,12.25,107.0,119.25,3,1
54508,8.25,49.0,88.49,1,1
50696,23.21,89.99,113.2,2,1
82602,7.82,79.9,87.72,2,1
18248,22.93,46.0,3.1,1,4
24773,34.95,169.9,204.85,2,1
94458,8.72,12.97,18.28,1,1
674,53.48,209.99,25.0,1,5
9518,11.73,37.99,49.72,1,1
48782,16.11,38.25,108.72,10,1
60517,7.39,41.9,49.29,1,1
84091,17.6,49.9,67.5,1,1
111587,18.59,46.55,65.14,3,1
84505,6.43,53.9,177.77,1,1
69179,22.06,46.49,68.55,2,1
58927,0.63,88.0,287.4,1,1
68725,17.92,34.9,52.82,5,1
63786,20.8,44.9,65.7,1,1
80493,7.78,13.99,43.54,1,1
30170,22.28,12.02,34.3,3,1
45745,46.84,528.85,575.69,4,1
11728,11.69,95.9,107.59,4,1
110992,18.0,209.9,9.05,1,2
69546,18.25,498.0,516.25,8,1
41879,33.64,169.99,203.63,1,1
104629,27.72,412.0,24.48,1,11
57953,25.91,89.3,115.21,3,1
93734,15.1,19.9,35.0,1,1
57547,14.1,31.9,46.0,1,1
81315,8.27,49.9,58.17,2,1
43602,23.58,148.9,172.48,8,1
5173,14.52,10.99,51.02,1,1
10885,27.34,149.0,176.34,1,1
60146,23.32,199.0,889.28,6,1
40421,17.2,99.9,468.42,10,1
87021,22.93,24.99,47.92,1,1
27170,16.11,26.9,43.01,1,1
6561,12.59,59.9,211.04,5,1
43579,17.78,75.5,93.28,1,1
73621,17.07,90.0,107.07,3,1
92415,18.29,24.99,91.57,7,1
24675,13.71,35.9,99.22,2,1
1862,17.53,155.0,172.53,1,1
8788,7.78,74.9,82.68,1,1
25269,18.79,98.9,17.69,1,1
19132,14.61,74.99,89.6,3,1
45518,12.79,21.99,208.68,1,1
84452,13.43,59.0,72.43,1,1
102922,22.09,105.0,127.09,2,1
104885,17.64,269.0,286.64,1,1
66005,10.26,205.81,216.07,6,1
55252,8.27,29.99,38.26,1,1
13884,17.93,36.9,219.32,6,1
3912,11.15,75.0,395.17,1,1
11863,15.23,20.4,71.26,1,1
51562,14.1,37.9,104.0,2,1
100918,23.9,139.0,162.9,2,1
9489,16.7,65.0,42.59,1,1
70113,18.23,14.99,33.22,1,1
74336,37.37,97.65,135.02,10,1
92806,15.1,27.99,43.09,4,1
64534,12.79,44.0,56.79,1,1
107491,34.15,49.9,84.05,2,1
14806,94.51,279.0,517.03,10,1
50353,17.95,99.99,117.94,10,1
34569,15.7,69.9,85.6,1,1
95469,20.4,37.99,58.39,5,1
103632,7.87,27.9,71.54,1,1
26168,14.64,130.0,144.64,2,1
62992,15.66,129.9,145.56,1,1
69716,18.47,174.0,192.47,2,1
22186,13.08,47.99,61.07,1,1
22729,27.27,169.99,197.26,2,1
23835,14.21,64.9,13.84,1,2
40678,13.04,99.9,225.88,3,1
55322,22.1,24.49,93.18,1,1
108647,38.4,121.9,160.3,1,1
1025,14.57,116.99,263.12,1,1
15392,12.04,76.49,88.53,1,1
97132,11.83,199.9,327.17,8,1
89804,17.06,115.9,132.96,1,1
11906,12.79,23.0,35.79,1,1
108568,15.39,77.0,92.39,1,1
105916,18.23,20.9,39.13,1,1
66536,18.65,110.0,128.65,2,1
64645,14.76,145.0,159.76,5,1
264,52.67,89.98,142.65,1,1
97396,35.29,175.0,420.58,1,1
108470,19.9,100.9,120.8,2,1
76642,8.49,46.9,20.0,1,2
42463,34.8,149.0,183.8,3,1
38686,18.3,59.9,78.2,5,1
101008,12.79,21.8,23.4,1,2
53875,3.15,69.99,274.84,24,1
107638,20.87,59.9,80.77,2,1
23032,19.73,69.9,0.24,1,1
1983,27.0,70.0,97.0,9,1
25582,14.51,29.99,44.5,4,1
50453,13.07,69.99,43.0,1,1
27831,14.2,85.0,198.4,1,1
18023,16.32,79.9,192.44,10,1
5533,15.1,24.99,40.09,1,1
21452,12.32,159.0,171.32,1,1
101003,15.1,32.49,95.18,9,1
20166,19.71,74.9,94.61,1,1
76781,17.14,339.99,357.13,1,1
5705,0.0,69.9,69.9,1,1
21814,17.91,89.99,215.8,4,1
39881,19.09,121.97,423.18,4,1
27896,15.78,139.0,928.68,1,1
107741,15.1,29.99,45.09,1,1
21866,7.94,48.9,56.84,1,1
40906,11.73,35.99,95.44,8,1
856,88.57,199.99,2234.66,10,1
83352,16.92,30.1,47.02,1,1
105043,14.1,19.9,34.0,1,1
13618,13.14,249.99,263.13,3,1
44730,23.81,134.9,158.71,4,1
82764,7.78,34.9,42.68,1,1
41202,13.98,56.99,70.97,2,1
15756,20.47,129.9,150.37,1,1
89775,7.78,19.99,27.77,1,1
90374,22.12,149.0,13.13,1,1
62913,15.59,120.0,28.28,1,3
9314,59.28,93.5,336.86,1,1
100299,143.67,693.0,836.67,6,1
68961,15.65,128.99,144.64,2,1
2662,23.96,299.0,322.96,6,1
35325,6.53,87.28,93.81,6,1
101483,11.15,45.9,20.0,1,3
36274,10.21,99.9,16.81,1,2
27693,13.42,399.0,412.42,1,1
89243,27.24,99.0,126.24,2,1
40146,24.48,47.9,72.38,3,1
38580,13.71,39.9,53.61,1,1
30597,18.89,24.99,87.76,8,1
41131,19.53,80.0,99.53,1,1
29982,18.09,72.9,90.99,1,1
33297,14.94,89.9,96.71,1,2
3241,60.04,150.0,120.2,1,2
70566,19.17,89.99,109.16,4,1
24114,11.73,50.0,61.73,1,1
52581,24.55,118.9,286.9,5,1
39456,17.84,84.0,101.84,1,1
48759,15.11,36.75,51.86,1,1
106603,7.7,39.9,47.6,4,1
92709,15.1,27.99,43.09,1,1
25389,15.27,388.0,403.27,1,1
24145,16.6,50.0,66.6,2,1
13290,10.06,106.99,117.05,2,1
43073,30.16,58.99,192.5,1,1
92942,15.1,27.99,43.09,4,1
112288,11.92,59.9,71.82,1,1
28977,17.06,47.99,130.1,10,1
89502,13.5,69.0,82.5,8,1
58664,18.23,45.9,64.13,1,1
2391,31.86,159.0,190.86,5,1
108134,7.78,24.99,32.77,1,1
24266,5.31,25.99,66.86,1,1
5210,15.1,10.99,52.18,3,1
20408,15.51,89.9,105.41,1,1
45512,14.44,44.99,49.18,1,2
26936,11.85,24.9,36.75,1,1
104208,15.11,44.9,240.04,1,1
99346,7.39,14.99,22.38,1,1
8641,11.1,69.9,81.0,1,1
22367,11.85,9.0,1.47,1,8
50394,17.95,99.99,117.94,5,1
28362,21.53,65.0,86.53,6,1
109642,19.6,89.9,109.5,1,1
94609,21.46,170.0,382.92,1,1
105331,27.6,150.9,178.5,3,1
103135,8.82,58.0,66.82,1,1
17518,15.13,54.9,70.03,1,1
45871,18.64,69.9,88.54,3,1
103235,27.12,55.76,414.4,3,1
110953,13.47,28.45,83.84,1,1
11608,19.41,124.99,144.4,2,1
73995,7.64,110.32,25.0,1,3
50055,18.22,379.9,398.12,10,1
3509,24.58,35.0,119.16,2,1
38843,13.95,52.58,66.53,6,1
1860,16.11,128.8,144.91,1,1
42253,18.83,111.9,130.73,1,1
77119,13.63,184.99,198.62,8,1
15132,18.4,43.0,61.4,1,1
52804,15.23,29.99,135.66,1,1
7600,39.09,179.0,218.09,1,1
50327,16.49,139.99,156.48,3,1
33943,18.07,69.99,88.06,8,1
5979,20.98,69.9,90.88,1,1
87,49.58,149.94,598.56,1,1
89470,24.16,79.0,103.16,10,1
104594,14.11,21.99,36.1,3,1
60253,38.81,137.9,176.71,1,1
108264,7.55,14.49,44.08,4,1
38726,13.97,56.1,70.07,1,1
87888,15.56,14.9,60.92,1,1
81725,18.9,114.08,132.98,5,1
28877,15.56,45.9,61.46,1,1
61866,9.72,49.76,238.34,1,1
108956,17.16,129.99,147.15,3,1
8473,22.45,129.9,152.35,3,1
20776,51.41,219.9,271.31,1,1
43276,26.0,165.99,191.99,6,1
100913,18.22,139.0,100.0,1,2
63738,8.58,59.99,68.57,1,1
5422,25.48,6.5,53.45,1,2
44419,7.78,62.0,69.78,1,1
64739,11.85,29.0,40.85,1,1
6071,13.08,75.0,176.16,10,1
83812,36.98,129.0,165.98,2,1
31576,13.71,12.84,26.55,1,1
76549,14.1,33.9,48.0,1,1
83599,10.53,15.18,154.26,1,1
69004,22.56,1199.9,1222.46,8,1
23812,10.55,64.9,110.17,1,1
94327,7.39,29.99,37.38,1,1
23538,115.21,1599.0,1714.21,10,1
72424,39.0,330.0,369.0,3,1
91843,12.78,139.0,151.78,1,1
76158,0.09,63.36,183.83,6,1
101867,7.78,74.5,164.56,3,1
62416,26.72,269.0,295.72,8,1
4337,36.68,87.85,216.72,1,1
81892,17.12,339.0,356.12,10,1
10399,25.04,103.97,129.01,7,1
100075,25.75,129.9,778.25,1,1
58148,12.74,87.0,99.74,1,1
50301,14.1,39.9,54.0,5,1
59594,127.82,204.89,332.71,3,1
52358,7.78,12.77,20.55,1,1
78226,19.95,529.9,549.85,5,1
34534,11.99,69.9,81.89,4,1
74456,42.58,79.0,121.58,10,1
81411,18.82,198.9,217.72,2,1
7326,12.13,29.99,42.12,1,1
19915,28.62,116.55,254.94,2,1
95511,14.11,21.99,36.1,1,1
29102,9.34,28.14,9.78,1,2
83671,32.02,99.0,131.02,1,1
110214,15.23,19.95,35.18,1,1
107322,14.24,69.9,84.14,8,1
50084,8.65,69.99,78.64,5,1
94895,34.15,12.98,47.13,1,1
25271,34.96,166.33,201.29,10,1
42511,28.27,59.0,247.68,1,1
37496,18.25,219.9,238.15,3,1
10740,19.59,36.9,56.49,2,1
29064,15.11,28.99,132.3,2,1
6334,17.95,99.9,117.85,10,1
31095,7.39,15.0,22.39,2,1
108044,1.44,12.0,92.1,4,1
69719,36.13,115.0,151.13,3,1
48714,16.79,35.0,51.79,1,1
112511,9.1,49.9,59.0,1,1
82822,8.27,19.9,8.17,1,1
66200,18.23,1349.0,1367.23,10,1
29352,16.11,46.2,62.31,1,1
11699,27.47,166.9,194.37,6,1
43212,11.73,69.99,81.72,2,1
37163,12.14,149.9,162.04,8,1
104478,12.79,40.0,263.95,3,1
7423,15.1,19.9,35.0,3,1
35100,16.26,89.9,106.16,1,1
93205,15.23,18.99,34.22,1,1
24505,9.26,48.9,54.92,3,1
96962,19.79,85.5,105.29,6,1
2211,63.19,129.9,193.09,1,1
38511,52.61,68.9,100.0,1,2
30939,17.6,43.56,61.16,1,1
29892,7.39,18.76,26.15,2,1
38209,19.95,17.9,37.85,3,1
98332,15.1,18.9,34.0,1,1
47428,7.87,87.9,95.77,2,1
23605,76.16,119.9,588.14,10,1
1230,52.95,199.99,505.88,10,1
39473,31.16,72.75,103.91,2,1
81966,11.85,47.9,59.75,4,1
10463,24.12,103.99,256.22,1,1
25450,32.13,388.0,420.13,10,1
89662,15.25,56.58,71.83,1,1
34194,13.63,86.9,100.53,3,1
28676,23.6,119.0,142.6,1,1
34107,17.88,89.9,107.78,5,1
18661,20.26,185.0,205.26,3,1
82076,12.69,79.9,92.59,1,1
59409,11.85,49.0,121.7,1,1
97339,8.21,135.0,286.42,1,1
95944,7.43,23.99,31.42,1,1
58324,8.27,64.89,73.16,1,1
30321,14.11,19.9,34.01,3,1
61024,15.51,59.0,24.49,1,2
87373,8.88,58.99,67.87,3,1
107192,16.05,23.2,39.25,3,1
37395,19.99,299.9,319.89,5,1
40228,13.71,47.9,123.22,4,1
50132,16.18,59.56,227.22,1,1
110583,15.11,12.7,83.43,3,1
46858,18.23,17.99,36.22,1,1
74483,17.03,84.9,101.93,8,1
36377,19.49,74.9,46.97,1,2
42007,34.99,218.0,252.99,1,1
103661,7.46,27.9,35.36,1,1
97627,8.88,39.9,48.78,1,1
47891,15.2,41.8,57.0,1,1
75255,19.02,349.9,368.92,10,1
67366,24.04,209.0,100.0,1,2
30959,22.11,41.8,63.91,2,1
89308,38.17,89.0,77.17,3,1
84457,0.0,53.9,215.6,1,1
26462,12.91,243.0,255.91,4,1
36937,8.64,44.9,53.54,2,1
79638,15.13,53.99,69.12,5,1
47453,37.6,99.0,136.6,2,1
54360,9.05,99.0,108.05,2,1
980,38.08,239.99,278.07,8,1
13141,8.3,79.9,88.2,1,1
86252,26.46,120.0,146.46,10,1
87324,42.06,59.0,130.52,10,1
59324,14.17,149.9,164.07,2,1
84219,17.66,59.0,31.33,1,1
34958,23.32,74.0,97.32,1,1
110878,69.77,129.89,399.32,8,1
102060,26.17,189.99,432.32,1,1
12070,22.17,34.89,57.06,5,1
100665,15.81,105.0,120.81,1,1
102352,146.3,299.9,446.2,1,1
7137,9.34,49.99,14.33,1,1
78452,20.01,349.0,369.01,1,1
37155,28.56,319.9,348.46,5,1
43594,18.68,156.99,175.67,1,1
99190,14.1,14.6,0.03,1,1
87304,23.98,199.99,223.97,1,1
29211,11.76,84.0,95.76,9,1
69127,8.75,269.0,277.75,2,1
106285,14.1,49.0,63.1,1,1
60680,17.98,59.0,76.98,1,1
78114,51.03,75.0,126.03,3,1
4881,13.44,59.55,72.99,1,1
64603,7.78,49.0,56.78,2,1
34745,31.62,259.9,384.58,10,1
94470,10.96,10.49,21.45,1,1
24037,11.85,50.0,61.85,3,1
14463,20.56,383.5,404.06,1,1
19108,17.08,119.0,136.08,3,1
70285,17.95,99.49,117.44,1,1
5137,14.44,44.35,117.58,1,1
33122,17.93,40.99,117.84,1,1
9410,7.4,19.5,3.18,1,2
70016,8.11,29.9,76.02,1,1
34645,10.29,79.9,351.18,6,1
68928,15.1,47.9,126.0,2,1
72315,21.22,330.0,351.22,5,1
54996,23.85,149.99,173.84,2,1
92532,15.1,27.99,43.09,4,1
53573,7.78,44.49,52.27,2,1
10776,21.89,199.9,221.79,1,1
53922,16.47,243.89,260.36,1,1
4537,14.52,45.9,60.42,1,1
68655,7.94,55.0,62.94,3,1
45698,11.15,43.8,11.53,1,1
38823,23.29,69.99,93.28,8,1
105399,11.15,27.2,38.35,1,1
50857,18.16,129.99,148.15,6,1
2072,49.2,99.0,148.2,1,1
17969,23.15,36.0,118.3,1,1
19524,17.73,65.0,165.46,2,1
30877,20.96,90.9,111.86,2,1
4195,25.59,69.9,190.98,3,1
35444,13.54,74.0,175.08,2,1
804,28.39,89.98,411.87,1,1
55105,23.84,149.0,172.84,1,1
101822,22.06,43.0,65.06,1,1
83650,48.71,548.06,596.77,1,1
67308,14.56,219.9,234.46,1,1
105575,22.93,39.0,61.93,1,1
112479,18.23,21.99,40.22,1,1
79352,15.39,40.68,112.14,2,1
70742,7.78,23.99,31.77,3,1
90824,15.23,49.0,64.23,1,1
28121,22.67,25.99,97.32,3,1
53991,9.57,80.0,152.47,1,1
94903,9.34,17.99,27.33,1,1
103178,14.08,15.99,120.28,5,1
99053,18.23,13.65,31.88,1,1
75650,26.95,98.0,124.95,1,1
10032,24.29,250.0,274.29,1,1
82065,17.19,106.9,124.09,5,1
1540,66.35,219.9,286.25,1,1
37330,18.25,219.9,238.15,10,1
83311,23.48,128.0,151.48,1,1
102556,8.71,77.9,173.22,3,1
72841,250.57,1050.0,1300.57,1,1
74316,15.43,97.65,226.16,1,1
15731,26.57,69.9,96.47,1,1
30576,12.16,109.9,122.06,2,1
82491,12.81,22.0,104.43,1,1
78384,8.11,30.0,38.11,1,1
59358,22.77,119.5,142.27,1,1
89369,64.77,169.9,234.67,10,1
1384,48.35,129.9,178.25,1,1
59948,12.69,46.55,59.24,1,1
103405,19.44,67.8,87.24,8,1
57323,15.26,22.32,37.58,2,1
66806,18.99,158.0,176.99,6,1
274,17.43,99.99,117.42,1,1
100419,18.23,48.9,67.13,1,1
63173,11.85,19.9,31.75,3,1
5567,7.78,12.99,20.77,1,1
5548,7.78,12.99,67.31,6,1
69094,12.07,81.25,93.32,5,1
37438,12.54,119.9,132.44,1,1
47723,17.81,54.9,72.71,1,1
103085,9.55,34.0,43.55,1,1
64782,18.49,55.0,73.49,1,1
45773,46.87,66.9,216.54,1,1
108256,17.16,199.9,217.06,4,1
100155,19.32,16.22,35.54,1,1
53249,5.47,340.0,1381.87,10,1
76393,8.41,92.49,100.9,1,1
20333,12.86,28.9,41.76,1,1
21908,20.08,119.34,139.42,2,1
34287,89.99,220.0,309.99,4,1
101795,36.55,149.0,105.52,6,1
110036,15.56,115.0,130.56,1,1
4469,16.11,45.9,62.01,6,1
1824,18.23,48.9,67.13,1,1
1256,15.31,79.99,95.3,1,1
106936,7.3,24.9,117.58,5,1
81706,12.32,117.47,129.79,1,1
23540,51.18,1599.0,1650.18,10,1
74700,14.1,45.04,236.56,1,1
96906,12.84,24.99,75.66,1,1
42659,16.74,70.0,86.74,5,1
56877,16.75,187.0,203.75,4,1
16245,19.32,39.9,59.22,1,1
3054,8.88,35.0,131.64,1,1
4656,13.44,59.9,73.34,1,1
110872,16.11,33.0,20.0,1,3
66478,0.0,99.9,99.9,4,1
100722,15.1,19.99,35.09,3,1
31796,13.8,32.0,45.8,4,1
88626,16.32,22.5,38.82,1,1
79512,7.42,22.9,30.32,1,1
18396,12.14,66.0,78.14,1,1
18308,15.98,13.65,29.63,1,1
42233,17.81,79.9,97.71,4,1
69628,24.42,979.0,1003.42,5,1
47906,24.94,89.8,114.74,1,1
6231,18.39,115.0,133.39,1,1
77375,22.98,56.99,79.97,1,1
48076,17.6,44.9,62.5,1,1
101296,7.96,100.0,107.96,2,1
19111,29.7,109.99,139.69,4,1
64294,13.21,78.0,91.21,4,1
32922,13.99,89.99,207.96,2,1
64787,7.39,55.0,124.78,3,1
98874,14.1,23.7,37.8,1,1
54277,23.21,69.99,93.2,1,1
41367,19.03,29.99,147.07,1,1
18813,18.3,60.0,78.3,3,1
97267,22.3,0.85,54.2,1,1
82323,18.83,178.98,197.81,5,1
33300,15.86,79.9,95.76,1,1
90647,33.95,97.07,15.17,1,1
86374,45.09,89.99,135.08,2,1
110991,18.0,209.9,8.35,1,11
7875,37.07,249.99,287.06,1,1
52661,64.3,126.0,190.3,1,1
56643,14.1,34.99,44.49,1,2
61128,7.39,12.88,20.27,1,1
89351,18.29,59.0,2.97,1,1
71795,63.11,122.99,186.1,3,1
70625,12.97,89.99,102.96,1,1
80870,9.82,179.9,189.72,1,1
41768,14.29,79.9,94.19,1,1
67348,24.11,219.0,243.11,8,1
88085,15.75,289.0,609.5,6,1
108642,17.19,77.5,149.31,7,1
19805,8.98,89.99,98.97,1,1
29334,17.75,72.0,89.75,4,1
59299,13.18,149.9,163.08,1,1
58452,8.27,61.9,70.17,3,1
50878,14.04,144.99,159.03,4,1
28601,31.44,161.9,193.34,1,1
12074,13.51,69.9,83.41,1,1
24407,22.84,48.9,170.87,3,1
18694,19.93,99.0,118.93,1,1
5562,15.11,23.99,25.47,1,1
59140,16.97,76.25,93.22,1,1
92396,12.79,29.98,42.77,4,1
12684,13.62,74.9,88.52,1,1
20940,15.52,110.0,125.52,1,1
38609,11.85,19.9,31.75,3,1
72262,15.26,53.69,2.18,1,2
12752,17.28,78.0,95.28,1,1
105451,8.14,57.0,65.14,1,1
63464,15.31,79.99,95.3,1,1
107365,18.23,29.9,48.13,1,1
69041,13.6,299.9,313.5,6,1
5595,20.98,69.9,90.88,1,1
24095,17.6,50.0,67.6,2,1
14521,13.41,159.0,172.41,3,1
112003,18.79,98.0,116.79,1,1
61573,30.07,238.64,268.71,1,1
74863,17.99,59.9,77.89,1,1
7770,27.84,79.9,646.44,3,1
22328,15.45,99.7,15.31,1,2
105009,15.23,19.9,35.13,1,1
41436,29.79,59.99,140.66,10,1
5854,12.43,69.9,82.33,1,1
42303,14.54,64.9,79.44,1,1
64239,15.3,78.0,93.3,2,1
81458,18.0,309.9,327.9,3,1
103519,8.73,82.0,90.73,1,1
98503,13.47,18.9,32.37,1,1
12184,17.67,59.9,53.83,1,1
43134,23.65,121.99,145.64,3,1
69316,19.25,164.9,184.15,2,1
49829,13.65,89.9,103.55,2,1
100930,11.73,63.9,75.63,1,1
51677,17.45,144.41,161.86,1,1
54267,9.23,67.99,77.22,1,1
572,56.44,139.99,100.0,2,1
21568,16.98,174.9,191.88,4,1
85106,12.48,59.9,72.38,1,1
52997,20.63,199.0,219.63,4,1
107951,25.69,699.0,724.69,5,1
38675,21.19,78.9,100.09,1,1
86492,15.1,12.49,82.77,1,1
9804,17.64,55.0,72.64,7,1
6059,0.0,69.9,139.8,2,1
16222,14.23,69.0,5.33,1,1
1091,45.58,159.99,205.57,5,1
40116,16.29,39.5,171.97,10,1
23369,20.3,285.0,305.3,2,1
111397,16.45,37.5,53.95,2,1
25189,9.44,124.99,134.43,1,1
40864,13.08,54.9,29.78,1,1
68940,17.78,30.9,48.68,1,1
16765,16.93,51.9,137.66,5,1
21406,23.22,59.9,83.12,1,1
23186,45.45,135.0,180.45,1,1
81068,9.21,119.9,129.11,1,1
101305,22.17,99.9,122.07,2,1
104197,16.86,87.0,103.86,4,1
25661,25.25,58.9,14.46,1,2
17713,20.91,59.9,80.81,1,1
74175,19.74,78.9,98.64,1,1
13551,15.62,39.0,149.31,7,1
93281,7.78,27.99,6.03,1,2
72475,20.41,330.0,350.41,1,1
5581,17.47,89.99,107.46,2,1
64851,15.23,29.0,44.23,1,1
47884,28.75,50.7,79.45,1,1
69237,15.94,119.9,135.84,2,1
38774,14.38,66.55,302.8,1,1
41406,4.76,23.99,126.94,5,1
2323,43.84,129.9,173.74,2,1
8044,15.35,69.9,151.94,8,1
88309,16.11,15.9,32.01,3,1
2735,18.48,129.0,589.92,8,1
78060,18.0,89.9,107.9,1,1
87865,14.6,121.9,682.5,1,1
61847,16.97,75.0,91.97,9,1
102265,15.43,180.0,195.43,3,1
33251,21.47,139.9,161.37,3,1
95290,15.14,55.91,71.05,7,1
10744,17.6,36.9,54.5,5,1
27985,13.89,44.0,57.89,2,1
52465,74.7,249.9,649.2,1,1
59438,12.53,149.0,161.53,1,1
38522,11.85,31.9,87.5,3,1
35039,43.04,89.9,132.94,6,1
63431,16.79,50.0,66.79,1,1
106017,15.16,57.39,72.55,1,1
10424,45.27,115.97,161.24,1,1
70025,8.11,29.9,38.01,1,1
57073,15.79,22.99,38.78,1,1
27314,15.1,21.8,36.9,1,1
19308,11.85,26.7,1.96,1,1
89784,18.89,234.9,253.79,2,1
50497,11.9,99.99,111.89,1,1
89580,15.16,59.0,74.16,2,1
50039,14.1,46.9,61.0,1,1
26688,15.23,44.99,120.44,3,1
31249,41.3,117.8,159.1,1,1
17415,17.35,39.9,57.25,1,1
18370,7.39,51.45,117.68,1,1
80320,14.68,129.9,144.58,3,1
32086,22.2,39.0,61.2,1,1
45912,14.7,55.0,69.7,3,1
104032,18.84,584.4,603.24,10,1
44762,23.98,159.0,182.98,1,1
41468,18.23,29.99,96.44,1,1
85310,17.67,49.0,133.34,2,1
87623,9.34,55.0,64.34,6,1
73437,33.03,326.16,359.19,6,1
94518,7.39,16.99,24.38,1,1
15440,17.62,69.9,87.52,1,1
6578,17.16,59.9,76.98,1,1
34514,12.83,69.9,6.51,1,16
63119,17.15,102.0,119.15,1,1
90863,15.48,29.3,141.31,1,1
65501,20.8,48.0,68.8,3,1
79769,9.41,84.99,94.4,6,1
55732,60.41,40.0,100.41,5,1
91433,8.29,37.0,20.29,1,2
68227,13.7,314.9,328.6,1,1
21588,17.94,52.5,70.44,3,1
44468,19.39,59.9,317.16,1,1
101874,17.28,120.0,137.28,2,1
90976,44.83,129.9,174.73,4,1
8229,9.44,89.9,99.34,1,1
21504,27.45,129.9,157.35,2,1
36073,8.97,79.05,150.45,10,1
47205,20.19,99.99,79.9,1,2
2783,28.17,299.0,62.7,1,2
48031,17.7,64.9,82.6,1,1
70510,13.22,79.99,93.21,6,1
48257,8.72,69.0,77.72,3,1
28034,18.66,79.95,98.61,1,1
26212,24.48,69.0,93.48,1,1
45526,18.23,21.99,40.22,2,1
84670,24.61,49.9,149.02,1,1
60705,36.55,175.0,211.55,3,1
101012,8.72,13.6,0.15,1,2
89264,29.95,79.0,170.95,5,1
62039,12.48,49.9,62.38,1,1
87674,22.19,68.9,66.42,1,2
14701,18.23,25.56,87.58,2,1
108590,14.45,102.9,117.35,1,1
56013,37.37,65.9,206.54,1,1
41460,15.1,34.99,50.09,5,1
73930,7.64,110.32,235.92,5,1
107905,21.3,129.0,150.3,3,1
106572,14.98,96.8,111.78,3,1
56015,25.97,97.9,123.87,10,1
46005,5.18,16.9,98.72,9,1
36700,9.09,24.9,2.96,1,7
71299,16.66,58.99,75.65,7,1
1107,63.2,196.99,260.19,3,1
63161,15.1,19.9,35.0,3,1
112019,51.51,1300.0,1351.51,2,1
50156,17.86,229.9,200.0,1,2
78173,21.8,527.9,549.7,8,1
22155,18.0,107.63,40.63,1,1
62011,15.36,36.9,52.26,1,1
12024,24.05,190.0,214.05,3,1
38553,11.85,21.9,15.6,1,2
