,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
67892,sao paulo,SP,2018-04-18 15:04:42,2018-04-18 15:15:32,2018-05-08 14:04:00,2018-05-09 18:51:59,2018-05-11,1,Modelo diferente,"Infelizmente, me entregaram um modelo diferente do que comprei. Inferior é mais barato. Lamentável.",2018-05-10 00:00:00,2018-05-13 00:52:57,2018-05-02 15:15:32,149.9,7.91,35.0,514.0,2.0,4338.0,1,credit_card,1,107.81,campinas,SP,watches_gifts,Electronics,2856.0,23,21,1,Late,OnTime/Early,Neutral,Neutral,Very Fast
51835,santo andre,SP,2018-01-17 14:42:01,2018-01-17 14:52:31,2018-01-18 21:46:29,2018-01-19 19:52:45,2018-02-01,5,,,2018-01-20 00:00:00,2018-01-23 12:04:32,2018-01-23 14:52:31,29.5,13.08,57.0,787.0,8.0,1867.0,1,credit_card,1,42.58,sao paulo,SP,cool_stuff,Fashion,7776.0,15,2,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
12757,brasilia,DF,2018-03-22 11:37:34,2018-03-22 11:55:24,2018-03-28 21:18:50,2018-04-11 19:52:27,2018-04-12,1,,Os quatro tapetes vieram rasgados. Espero que troquem. ,2018-04-12 00:00:00,2018-04-13 01:40:03,2018-03-28 11:55:24,89.9,35.76,60.0,925.0,2.0,5100.0,1,credit_card,1,125.66,atibaia,SP,auto,Electronics,40625.0,21,20,14,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
105799,senador canedo,GO,2018-06-25 09:53:46,2018-06-26 19:04:13,2018-06-28 11:44:00,2018-07-05 20:13:32,2018-07-24,4,,,2018-07-06 00:00:00,2018-07-08 23:09:27,2018-07-02 19:04:13,34.19,23.04,60.0,174.0,1.0,1550.0,1,boleto,1,57.23,praia grande,SP,home_appliances,Home & Garden,17290.0,29,10,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
69116,sao paulo,SP,2018-02-01 22:12:14,2018-02-01 22:29:12,2018-02-03 00:41:54,2018-02-03 14:48:35,2018-02-19,5,,,2018-02-04 00:00:00,2018-02-04 17:17:15,2018-02-07 22:29:12,299.0,9.35,33.0,439.0,1.0,346.0,1,credit_card,8,308.35,cotia,SP,watches_gifts,Electronics,2340.0,18,2,0,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
110597,taquaritinga,SP,2018-08-04 01:01:09,2018-08-04 01:15:12,2018-08-07 14:41:00,2018-08-08 13:58:28,2018-08-20,5,,,2018-08-09 00:00:00,2018-08-12 04:07:09,2018-08-09 01:15:12,12.06,12.79,36.0,255.0,1.0,300.0,1,credit_card,1,24.85,aparecida,SP,christmas_supplies,Entertainment,1936.0,16,4,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
35865,pocos de caldas,MG,2017-09-30 14:13:01,2017-09-30 14:24:40,2017-10-04 11:13:42,2017-10-11 19:47:47,2017-10-27,5,,,2017-10-12 00:00:00,2017-10-14 23:52:48,2017-10-05 14:24:40,61.8,16.19,51.0,290.0,1.0,6050.0,1,credit_card,7,77.99,ibitinga,SP,bed_bath_table,Furniture,51200.0,27,11,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
3415,porto alegre,RS,2018-08-04 23:03:44,2018-08-04 23:15:16,2018-08-07 08:26:00,2018-08-15 01:24:31,2018-08-17,3,Sim,Faltou 1 luminária. Estou aguardando o envio.,2018-08-16 00:00:00,2018-08-18 12:40:29,2018-08-08 23:15:16,27.0,21.49,45.0,660.0,1.0,3450.0,1,credit_card,1,96.98,sao paulo,SP,furniture_decor,Furniture,28175.0,13,11,8,OnTime/Early,OnTime/Early,Fast,Fast,Fast
101580,paranavai,PR,2018-04-16 18:26:51,2018-04-18 03:30:07,2018-04-18 22:56:35,2018-04-26 13:57:38,2018-05-14,5,,"Foi tudo perfeito. Obrigada!
",2018-04-27 00:00:00,2018-04-27 18:06:01,2018-04-24 03:30:07,89.7,22.34,51.0,1592.0,2.0,513.0,1,boleto,1,112.04,patos de minas,MG,pet_shop,Home & Garden,5130.0,28,10,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
20874,taubate,SP,2017-10-18 16:44:45,2017-10-18 16:56:50,2017-10-19 22:14:05,2017-10-27 20:48:58,2017-11-06,1,,"BOM DIA, NAO RECEBI O DHEA, SOMENTE O RECYCLE, QUAL PROCEDIMENTO PRECISO FAZER? PRECISO RESOLVER ISSO
OBRIGADO",2017-10-28 00:00:00,2017-10-30 12:20:41,2017-10-24 16:56:50,204.0,23.83,20.0,2001.0,1.0,200.0,1,credit_card,5,355.77,rio de janeiro,RJ,sports_leisure,Entertainment,3000.0,19,9,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
109,belem,PA,2017-11-28 12:25:35,2017-11-30 02:22:07,2017-12-08 12:58:18,2017-12-19 01:05:54,2018-01-09,5,,"Chegou muito antes do previsto,recomendo super",2017-12-19 00:00:00,2017-12-20 03:45:47,2017-12-12 02:22:07,196.99,65.5,43.0,1128.0,1.0,16133.0,1,boleto,1,262.49,itaquaquecetuba,SP,office_furniture,Furniture,92925.0,42,21,11,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast
57095,sao paulo,SP,2018-03-28 20:52:11,2018-03-30 03:10:31,2018-04-04 00:34:26,2018-04-05 18:32:45,2018-04-10,5,,Produto bom! E a entrega como sempre dentro do prazo!,2018-04-06 00:00:00,2018-04-06 22:16:39,2018-04-05 03:10:31,29.99,8.29,31.0,614.0,2.0,600.0,1,boleto,1,38.28,sao paulo,SP,computers_accessories,Electronics,4940.0,13,8,1,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
442,rio de janeiro,RJ,2018-07-25 11:57:20,2018-07-25 12:05:58,2018-08-09 14:52:00,2018-08-14 20:36:55,2018-09-05,5,,,2018-08-15 00:00:00,2018-08-20 14:38:22,2018-08-10 12:05:29,149.98,45.04,47.0,1398.0,1.0,13350.0,1,voucher,1,195.02,itaquaquecetuba,SP,office_furniture,Furniture,70224.0,42,20,5,OnTime/Early,OnTime/Early,Very Slow,Neutral,Very Fast
43449,sao mateus,ES,2017-06-17 11:06:33,2017-06-17 11:25:06,2017-06-20 12:22:35,2017-07-05 16:41:59,2017-07-14,5,,,2017-07-06 00:00:00,2017-07-07 12:29:02,2017-06-23 11:25:06,214.99,26.34,46.0,162.0,5.0,3300.0,1,credit_card,5,241.33,sao paulo,SP,bed_bath_table,Furniture,54000.0,27,18,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
54844,sao paulo,SP,2018-02-22 11:20:57,2018-02-23 02:15:43,2018-02-28 21:33:45,2018-03-05 14:05:15,2018-03-21,5,,,2018-03-06 00:00:00,2018-03-06 18:23:24,2018-03-01 02:15:43,125.0,15.63,57.0,1738.0,1.0,596.0,1,boleto,1,140.63,porto alegre,RS,computers_accessories,Electronics,1995.0,27,11,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
68719,niteroi,RJ,2017-12-02 17:29:19,2017-12-02 17:38:26,2017-12-06 22:22:18,2017-12-07 20:18:54,2017-12-21,5,,"Lindo relógio, muito delicado.",2017-12-08 00:00:00,2017-12-22 22:45:36,2017-12-07 17:38:26,53.0,7.94,40.0,885.0,3.0,300.0,1,credit_card,1,60.94,sao goncalo,RJ,watches_gifts,Electronics,2156.0,19,5,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
44821,santa barbara d'oeste,SP,2018-04-24 17:17:25,2018-04-24 19:19:09,2018-04-25 16:07:00,2018-05-02 21:13:00,2018-05-16,5,Produto não especificplás,Quero devolver o produto e comprar outra cortina de tecido,2018-05-03 00:00:00,2018-05-04 00:57:05,2018-04-30 18:30:57,39.0,12.79,44.0,446.0,1.0,600.0,1,credit_card,2,103.58,ibitinga,SP,bed_bath_table,Furniture,1710.0,22,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
100116,ananindeua,PA,2017-12-18 14:36:09,2017-12-20 11:50:46,2017-12-21 12:23:53,2018-01-09 19:52:09,2018-01-30,5,,Entrego antes do prazo.Produto correto e recebido sem avarias.. Embalagem devidamente correta. Obrigado. ,2018-01-10 00:00:00,2018-01-11 13:38:24,2017-12-29 11:50:46,113.0,30.32,34.0,212.0,1.0,16283.0,1,credit_card,5,143.32,curitiba,PR,electronics,Electronics,3990.0,43,22,19,OnTime/Early,OnTime/Early,Very Slow,Neutral,Neutral
21664,sao jose dos campos,SP,2017-06-07 13:53:11,2017-06-08 02:45:33,2017-06-08 08:55:43,2017-06-13 09:25:58,2017-06-30,4,,,2017-06-14 00:00:00,2017-06-14 19:06:37,2017-06-14 02:45:33,109.9,21.26,20.0,420.0,4.0,3300.0,1,boleto,1,131.16,canoinhas,SC,sports_leisure,Entertainment,59280.0,23,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
105293,embu,SP,2017-08-01 10:40:04,2017-08-01 10:50:14,2017-08-03 18:14:43,2017-08-04 20:21:38,2017-08-14,5,,MT bom ,2017-08-05 00:00:00,2017-08-07 00:09:42,2017-08-07 10:50:14,49.9,7.78,43.0,933.0,2.0,500.0,1,credit_card,5,57.68,sao paulo,SP,fashion_male_clothing,Fashion,18375.0,13,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
21359,sao paulo,SP,2017-11-27 20:25:14,2017-11-27 20:39:25,2017-11-28 22:21:17,2017-12-11 15:46:59,2017-12-19,5,,,2017-12-12 00:00:00,2017-12-12 18:17:23,2017-12-01 20:39:25,59.9,15.36,50.0,1290.0,3.0,750.0,1,credit_card,4,150.52,joinville,SC,sports_leisure,Entertainment,4375.0,22,14,13,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
19452,para de minas,MG,2017-07-04 15:46:13,2017-07-04 16:04:00,2017-07-05 09:14:08,2017-07-06 15:06:54,2017-07-24,5,,,2017-07-07 00:00:00,2017-07-07 23:22:31,2017-07-10 16:04:00,29.9,12.48,60.0,160.0,2.0,100.0,1,credit_card,4,42.38,belo horizonte,MG,sports_leisure,Entertainment,1680.0,20,2,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
26379,taboao da serra,SP,2017-11-28 00:46:57,2017-11-28 00:56:41,2017-11-28 22:15:20,2017-11-30 15:48:35,2017-12-12,4,,,2017-12-01 00:00:00,2017-12-02 21:38:37,2017-12-04 00:56:41,99.9,12.65,60.0,184.0,2.0,900.0,1,credit_card,3,112.55,jacarei,SP,baby,Fashion,8910.0,14,2,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
55681,rio de janeiro,RJ,2018-06-20 11:18:54,2018-06-21 04:36:20,2018-06-21 14:19:00,2018-06-29 15:26:29,2018-08-03,4,,O serviço como um toi foi bom.,2018-06-30 00:00:00,2018-07-01 11:32:33,2018-06-25 04:36:20,197.5,21.65,57.0,977.0,1.0,725.0,1,boleto,1,219.15,recife,PE,computers_accessories,Electronics,4800.0,44,9,8,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast
72326,ouricuri,PE,2018-04-02 21:49:10,2018-04-02 22:09:39,2018-04-03 22:56:51,2018-05-02 14:40:48,2018-04-30,4,Atraso na entrega,,2018-05-02 00:00:00,2018-05-05 11:40:55,2018-04-08 22:09:39,330.0,36.27,60.0,2644.0,6.0,400.0,1,credit_card,8,366.27,sao bernardo do campo,SP,health_beauty,Beauty & Health,2992.0,28,30,29,OnTime/Early,Late,Slow,Slow,Slow
95807,salvador,BA,2018-01-11 11:45:22,2018-01-12 02:48:26,2018-01-12 22:29:27,2018-02-16 23:42:08,2018-02-15,1,,O produto veio errado. o que é um transtorno visto que tive vários problemas com a entrega.,2018-02-17 00:00:00,2018-02-19 19:45:01,2018-01-18 02:48:26,79.49,34.36,57.0,2112.0,1.0,117.0,1,boleto,1,113.85,sao ludgero,SC,telephony,Electronics,1235.0,35,36,35,OnTime/Early,Late,Slow,Slow,Slow
48738,limeira,SP,2017-06-20 11:08:11,2017-06-21 02:23:28,2017-06-21 09:00:09,2017-06-28 14:35:00,2017-07-10,4,,,2017-06-29 00:00:00,2017-07-04 11:22:01,2017-06-27 02:23:28,42.0,11.85,57.0,1619.0,1.0,400.0,1,boleto,1,53.85,sao paulo,SP,toys,Entertainment,8000.0,20,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
89699,rio de janeiro,RJ,2017-06-24 11:59:58,2017-06-27 03:55:23,2017-06-27 13:10:07,2017-07-04 14:22:49,2017-07-18,3,,Recebi o produto,2017-07-05 00:00:00,2017-07-11 23:11:59,2017-07-03 03:55:23,54.9,16.14,38.0,224.0,1.0,1200.0,1,boleto,1,71.04,borda da mata,MG,stationery,Books & Stationery,25088.0,24,10,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
101606,rio de janeiro,RJ,2017-02-12 14:11:06,2017-02-12 14:22:50,2017-02-13 11:38:17,2017-03-01 11:26:02,2017-03-14,3,,,2017-03-02 00:00:00,2017-03-03 09:18:45,2017-02-16 14:11:06,79.5,15.77,53.0,1494.0,2.0,900.0,1,credit_card,1,95.27,patos de minas,MG,pet_shop,Home & Garden,11362.0,30,17,16,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
66931,maringa,PR,2017-08-10 13:20:56,2017-08-10 13:35:14,2017-08-14 11:13:57,2017-08-21 20:57:31,2017-09-01,5,,,2017-08-22 00:00:00,2017-08-23 10:55:07,2017-08-16 13:35:14,179.9,16.01,35.0,514.0,2.0,4338.0,1,credit_card,4,195.91,guariba,SP,watches_gifts,Electronics,2856.0,22,11,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
102780,foz do iguacu,PR,2018-05-15 20:51:01,2018-05-15 21:13:36,2018-05-17 13:56:00,2018-05-22 14:53:10,2018-06-06,5,,,2018-05-23 00:00:00,2018-05-27 22:24:44,2018-05-21 21:13:36,46.0,22.93,35.0,330.0,1.0,1250.0,2,voucher,1,49.65,atibaia,SP,food_drink,Food & Drinks,9614.0,22,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
33106,ibate,SP,2018-05-16 09:20:00,2018-05-16 09:33:19,2018-05-22 11:25:00,2018-05-25 17:11:42,2018-06-04,5,,Muito satisfeito ,2018-05-26 00:00:00,2018-06-01 01:40:42,2018-05-22 09:30:57,139.0,13.41,56.0,262.0,4.0,2425.0,2,debit_card,1,152.41,sao paulo,SP,housewares,Home & Garden,14196.0,19,9,3,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
70628,rio de janeiro,RJ,2017-09-11 19:16:38,2017-09-13 08:45:14,2017-09-15 17:57:48,2017-09-25 18:58:41,2017-09-29,5,,,2017-09-23 00:00:00,2017-09-24 02:00:04,2017-09-21 08:45:14,89.99,14.38,59.0,492.0,3.0,250.0,1,credit_card,6,104.37,santo andre,SP,health_beauty,Beauty & Health,3960.0,18,14,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
109945,ponta grossa,PR,2018-04-27 19:23:08,2018-04-27 19:35:18,2018-04-30 14:24:00,2018-05-07 21:33:10,2018-05-18,5,,,2018-05-08 00:00:00,2018-05-10 14:01:40,2018-05-04 19:31:41,24.9,18.23,46.0,1164.0,1.0,450.0,1,credit_card,2,129.39,maua,SP,books_general_interest,Books & Stationery,1800.0,21,10,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
89434,franco da rocha,SP,2018-01-13 08:21:43,2018-01-13 08:31:20,2018-01-18 22:36:29,2018-01-26 13:57:59,2018-02-05,5,,"Ótimo produto, entregue antes do prazo 
Recomendo ",2018-01-27 00:00:00,2018-01-27 16:45:43,2018-01-18 08:31:20,89.0,13.64,57.0,294.0,5.0,6300.0,3,voucher,1,30.0,campo limpo paulista,SP,stationery,Books & Stationery,31920.0,23,13,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
80616,sao paulo,SP,2017-05-22 16:11:48,2017-05-24 03:10:11,2017-05-24 10:34:19,2017-05-25 19:04:50,2017-06-05,5,,Atendimento e entrega 100%,2017-05-26 00:00:00,2017-05-29 12:21:14,2017-05-31 03:10:11,149.9,9.24,57.0,397.0,1.0,367.0,1,boleto,1,159.14,campinas,SP,perfumery,Beauty & Health,4416.0,14,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
27482,ribeirao do pinhal,PR,2017-09-02 15:37:08,2017-09-02 15:50:16,2017-09-05 18:03:31,2017-09-11 18:23:11,2017-09-27,5,,veio certinho.,2017-09-12 00:00:00,2017-09-15 23:15:16,2017-09-08 15:50:16,69.0,20.97,59.0,1386.0,1.0,2350.0,1,voucher,1,89.97,sao paulo,SP,housewares,Home & Garden,3520.0,25,9,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
72635,dois vizinhos,PR,2017-12-11 23:43:58,2017-12-13 02:51:06,2017-12-14 22:22:00,2018-01-05 17:42:39,2018-01-10,5,,,2018-01-06 00:00:00,2018-01-09 00:10:45,2017-12-19 02:51:06,12.0,15.1,52.0,1059.0,6.0,550.0,1,boleto,1,27.1,sao paulo,SP,health_beauty,Beauty & Health,1584.0,30,25,22,OnTime/Early,OnTime/Early,Slow,Slow,Neutral
108613,sao paulo,SP,2018-01-23 23:20:14,2018-01-23 23:34:01,2018-01-25 15:13:22,2018-02-08 16:37:49,2018-02-20,2,,,2018-02-09 00:00:00,2018-02-19 10:26:23,2018-01-29 23:34:01,99.9,14.43,52.0,573.0,1.0,1450.0,1,credit_card,5,114.33,borda da mata,MG,luggage_accessories,Home & Garden,16170.0,28,16,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
56999,tres coracoes,MG,2017-05-09 14:05:07,2017-05-11 04:05:24,2017-05-16 12:28:08,2017-05-22 09:37:50,2017-05-29,4,,,2017-05-23 00:00:00,2017-05-24 15:53:18,2017-05-17 04:05:24,29.9,15.1,27.0,636.0,1.0,200.0,1,boleto,1,270.0,sao paulo,SP,computers_accessories,Electronics,1344.0,20,13,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
78787,salesopolis,SP,2018-01-10 14:18:40,2018-01-11 02:48:39,2018-01-12 14:15:26,2018-01-24 23:16:49,2018-01-31,5,,,2018-01-25 00:00:00,2018-01-28 09:00:07,2018-01-17 02:48:39,126.99,29.68,49.0,907.0,3.0,6150.0,1,boleto,1,156.67,santos,SP,health_beauty,Beauty & Health,55680.0,21,14,12,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
4610,santa luzia,MG,2017-02-22 14:52:58,2017-02-24 02:50:27,2017-02-24 10:51:02,2017-03-07 14:38:11,2017-03-31,1,,Não gostei por q o produto veio sem o veu da frente,2017-03-08 00:00:00,2017-03-10 23:28:06,2017-03-04 14:52:58,45.9,15.56,59.0,438.0,1.0,1000.0,1,boleto,1,122.92,ibitinga,SP,furniture_decor,Furniture,2400.0,37,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
41583,sao paulo,SP,2018-06-24 19:31:43,2018-06-24 19:59:56,2018-06-25 13:34:00,2018-06-28 14:36:52,2018-07-17,5,,,2018-06-29 00:00:00,2018-06-29 18:13:02,2018-06-27 19:59:56,41.99,13.87,54.0,208.0,1.0,550.0,1,credit_card,2,55.86,ibitinga,SP,bed_bath_table,Furniture,2560.0,23,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
52854,caputira,MG,2017-09-12 08:10:08,2017-09-12 08:24:51,2017-09-21 14:56:18,2017-09-26 21:17:46,2017-10-18,4,,,2017-09-27 00:00:00,2017-09-28 00:57:10,2017-09-25 08:24:51,305.28,15.16,40.0,1114.0,4.0,750.0,1,credit_card,3,320.44,congonhal,MG,cool_stuff,Fashion,2080.0,36,14,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
17427,bertioga,SP,2017-08-18 17:09:31,2017-08-18 17:36:45,2017-08-22 17:38:32,2017-08-25 20:48:54,2017-09-08,4,,,2017-08-26 00:00:00,2017-08-28 18:49:26,2017-08-24 17:35:20,23.9,11.85,34.0,428.0,1.0,150.0,1,credit_card,3,35.75,sao paulo,SP,sports_leisure,Entertainment,5120.0,21,7,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
107729,itapecuru mirim,MA,2018-01-12 21:44:42,2018-01-12 21:51:21,2018-01-15 18:23:05,2018-02-01 21:48:19,2018-02-26,5,,,2018-02-02 00:00:00,2018-02-03 18:50:03,2018-01-18 21:51:21,169.99,43.0,55.0,903.0,1.0,3350.0,2,voucher,1,50.0,itaquaquecetuba,SP,fashion_bags_accessories,Fashion,49600.0,45,20,17,OnTime/Early,OnTime/Early,Very Slow,Neutral,Neutral
30449,aracatuba,SP,2018-02-05 16:57:34,2018-02-07 02:52:07,2018-02-08 02:21:38,2018-02-16 22:05:06,2018-03-01,5,,,2018-02-17 00:00:00,2018-02-19 15:35:35,2018-02-13 02:52:07,50.0,11.85,41.0,859.0,3.0,750.0,1,boleto,1,61.85,sao paulo,SP,housewares,Home & Garden,4096.0,24,11,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
50923,bom jesus,GO,2017-12-29 12:41:17,2017-12-29 12:52:26,2018-01-02 19:06:13,2018-01-09 22:29:28,2018-01-31,5,,Muito bom o produto entregue antes do prazo como sempre Parabéns ,2018-01-10 00:00:00,2018-01-10 20:10:59,2018-01-05 12:52:26,144.99,18.26,54.0,629.0,1.0,1050.0,1,credit_card,5,163.25,sao paulo,SP,cool_stuff,Fashion,19008.0,33,11,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
44525,sao paulo,SP,2018-02-28 22:10:48,2018-02-28 22:30:50,2018-03-01 16:56:18,2018-03-12 21:54:46,2018-03-22,5,,,2018-03-13 00:00:00,2018-03-14 01:36:50,2018-03-06 22:30:31,42.9,16.11,52.0,554.0,1.0,800.0,1,credit_card,6,118.02,brusque,SC,bed_bath_table,Furniture,8400.0,22,12,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
80483,suzano,SP,2018-01-17 18:16:02,2018-01-17 18:29:58,2018-01-19 23:39:06,2018-01-23 03:09:34,2018-02-01,5,,,2018-01-23 00:00:00,2018-01-24 15:57:37,2018-01-23 18:29:58,98.9,7.95,45.0,960.0,2.0,100.0,1,credit_card,1,106.85,sao paulo,SP,perfumery,Beauty & Health,2464.0,15,6,4,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
35808,venda nova do imigrante,ES,2017-07-01 09:34:04,2017-07-04 04:10:28,2017-07-06 15:29:25,2017-07-26 17:57:50,2017-07-27,5,,Produtos entregues dentro do prazo e de boa qualidade...,2017-07-27 00:00:00,2017-07-29 01:11:28,2017-07-10 04:10:28,48.9,7.53,53.0,396.0,3.0,850.0,1,boleto,1,216.63,ibitinga,SP,bed_bath_table,Furniture,12350.0,26,25,20,OnTime/Early,OnTime/Early,Slow,Slow,Neutral
3793,luis antonio,SP,2018-08-05 15:09:19,2018-08-07 04:10:23,2018-08-09 08:12:00,2018-08-15 09:28:33,2018-08-22,5,,,2018-08-16 00:00:00,2018-08-16 12:41:17,2018-08-13 04:10:23,75.0,21.17,53.0,629.0,1.0,1800.0,1,boleto,1,288.51,sao paulo,SP,furniture_decor,Furniture,31500.0,17,10,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
84146,rio de janeiro,RJ,2018-01-14 18:05:37,2018-01-16 03:40:17,2018-01-19 22:26:24,2018-02-14 17:22:51,2018-02-14,1,,"Comprei 2 pendentes e só me entregaram 1
",2018-02-15 00:00:00,2018-02-16 12:34:33,2018-01-22 03:40:17,49.9,17.6,57.0,366.0,2.0,1650.0,1,boleto,1,135.0,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,31,31,26,OnTime/Early,OnTime/Early,Slow,Slow,Slow
32342,sao paulo,SP,2017-08-08 20:26:31,2017-08-08 20:43:31,2017-08-10 11:58:14,2017-08-14 12:46:18,2017-08-30,5,,,2017-08-15 00:00:00,2017-08-17 22:17:55,2017-08-14 20:43:31,83.8,5.12,56.0,548.0,8.0,450.0,21,voucher,1,0.28,joinville,SC,housewares,Home & Garden,6600.0,22,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
74336,aracaju,SE,2018-03-12 22:48:43,2018-03-12 23:08:18,2018-03-13 19:34:34,2018-04-04 21:08:45,2018-04-03,3,,,2018-04-05 00:00:00,2018-04-07 14:51:21,2018-03-18 23:08:18,97.65,37.37,32.0,386.0,1.0,150.0,1,credit_card,10,135.02,teresopolis,RJ,health_beauty,Beauty & Health,3000.0,22,23,22,OnTime/Early,Late,Neutral,Neutral,Neutral
55421,teresopolis,RJ,2018-02-06 13:31:29,2018-02-07 03:10:07,2018-02-07 19:36:02,2018-02-21 01:12:23,2018-03-12,1,,Comprei dois Kits porém apenas um veio completo. O outro kit veio apenas a tinta preta,2018-02-22 00:00:00,2018-02-22 15:20:25,2018-02-13 03:10:07,149.9,27.59,48.0,894.0,1.0,533.0,1,boleto,1,354.98,recife,PE,computers_accessories,Electronics,4840.0,34,15,14,OnTime/Early,OnTime/Early,Slow,Fast,Fast
20081,curitiba,PR,2017-06-08 20:23:52,2017-06-08 20:42:43,2017-06-09 14:38:02,2017-06-19 20:37:50,2017-07-05,5,,,2017-06-22 00:00:00,2017-06-22 23:12:19,2017-06-14 20:42:43,159.99,17.56,42.0,194.0,1.0,600.0,1,credit_card,7,177.55,araguari,MG,sports_leisure,Entertainment,810.0,27,11,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
110155,sao paulo,SP,2017-10-18 22:03:21,2017-10-18 23:28:59,2017-10-23 12:04:45,2017-10-25 17:14:56,2017-11-06,5,,"Produto entregue no prazo, lacrado, em boa qualidade, recomendo",2017-10-26 00:00:00,2017-10-26 15:18:57,2017-10-24 23:28:59,108.9,16.39,54.0,2931.0,3.0,2200.0,1,voucher,1,125.29,garca,SP,books_general_interest,Books & Stationery,5434.0,19,7,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
34630,itapira,SP,2018-02-01 07:47:35,2018-02-01 08:10:32,2018-02-02 17:12:32,2018-02-08 19:15:00,2018-02-23,5,,,2018-02-09 00:00:00,2018-02-11 23:55:03,2018-02-07 08:10:32,92.9,16.28,55.0,329.0,1.0,1825.0,1,credit_card,5,109.18,ibitinga,SP,bed_bath_table,Furniture,20944.0,22,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
98842,sao paulo,SP,2018-07-02 18:05:52,2018-07-02 18:15:17,2018-07-04 08:37:00,2018-07-05 20:33:36,2018-07-16,5,,,2018-07-06 00:00:00,2018-07-09 03:45:15,2018-07-04 18:15:17,12.25,7.39,45.0,456.0,1.0,175.0,1,credit_card,1,19.64,sao paulo,SP,electronics,Electronics,3872.0,14,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
64398,rio de janeiro,RJ,2017-09-28 15:22:54,2017-09-29 15:35:15,2017-10-02 16:05:08,2017-10-10 17:55:38,2017-10-20,5,,,2017-10-11 00:00:00,2017-10-12 15:23:30,2017-10-05 15:35:15,29.0,14.1,55.0,167.0,3.0,200.0,1,credit_card,3,43.1,sao paulo,SP,watches_gifts,Electronics,352.0,22,12,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
